CustomerID,churn_probability,churn_actual,CLTV,Monthly Charges,reason_1,reason_2,reason_3
5628-FCGYG,0.6199,0,4649,84.1,Fiber optic internet,Month-to-month contract,No dependents
0506-LVNGN,0.6669,1,4028,75.55,New customer (5 months),Fiber optic internet,Month-to-month contract
4329-YPDDQ,0.3508,0,2102,108.2,Fiber optic internet,Month-to-month contract,No dependents
9866-OCCKE,0.0821,0,6010,109.75,Fiber optic internet,No dependents,Paperless billing
0794-YVSGE,0.0018,0,5265,20.3,No tech support,No online security,No online backup
4342-HENTK,0.7599,1,2189,70.65,New customer (2 months),Fiber optic internet,Month-to-month contract
5934-TSSAU,0.1365,0,5903,75.3,Fiber optic internet,Month-to-month contract,Paperless billing
9986-BONCE,0.2368,1,5822,20.95,New customer (4 months),Month-to-month contract,No dependents
5301-GAUUY,0.3642,1,5974,80.35,Fiber optic internet,Month-to-month contract,No dependents
0725-CXOTM,0.1046,0,4844,89.65,No dependents,Paperless billing,No online backup
2843-CQMEG,0.181,0,2911,49.7,Month-to-month contract,No dependents,Paperless billing
5600-PDUJF,0.3894,0,5552,49.5,New customer (6 months),Month-to-month contract,No dependents
4500-HKANN,0.0481,0,3464,59.7,No dependents,No online security,Relatively short tenure (23 months)
1862-QRWPE,0.0126,0,4124,20.65,No dependents,No tech support,No online security
2155-AMQRX,0.1903,0,2885,54.9,Month-to-month contract,No dependents,Paperless billing
0823-HSCDJ,0.3611,1,5597,49.15,Month-to-month contract,No dependents,Pays by electronic check
4090-KPJIP,0.8033,0,3641,74.95,New customer (3 months),Fiber optic internet,Month-to-month contract
2737-YNGYW,0.7467,1,2856,80.55,New customer (2 months),Fiber optic internet,Month-to-month contract
5619-XZZKR,0.1257,0,2195,19.95,New customer (4 months),No dependents,No tech support
6047-YHPVI,0.3667,1,2454,69.7,New customer (5 months),Fiber optic internet,Month-to-month contract
8375-DKEBR,0.7643,1,3438,69.6,New customer (1 month),Fiber optic internet,Month-to-month contract
7729-XBTWX,0.0029,0,4485,19.75,Paperless billing,No tech support,No online security
4983-CLMLV,0.4424,0,4044,102.7,Fiber optic internet,Month-to-month contract,No dependents
9227-LUNBG,0.6145,1,5768,24.6,New customer (1 month),Month-to-month contract,No dependents
2758-RNWXS,0.1753,0,4446,89.2,Fiber optic internet,No dependents,Pays by electronic check
7055-HNEOJ,0.4764,0,2662,55.8,New customer (3 months),Month-to-month contract,No dependents
7134-MJPDY,0.1862,0,5569,102.85,Fiber optic internet,No dependents,Paperless billing
4560-WQAQW,0.0434,0,4244,68.7,No dependents,No online backup,
8532-UEFWH,0.0043,0,4676,25.75,No tech support,No online security,No online backup
8541-QVFKM,0.6636,0,5777,73.5,Fiber optic internet,New customer (8 months),Month-to-month contract
7129-ACFOG,0.557,0,2182,53.8,New customer (5 months),Month-to-month contract,No dependents
2495-INZWQ,0.7792,1,5605,44.55,New customer (4 months),Month-to-month contract,No dependents
0263-FJTQO,0.0102,0,4022,70.5,Paperless billing,No online backup,
0181-RITDD,0.0107,0,5298,108.15,Fiber optic internet,No device protection,
8241-JUIQO,0.0184,0,4559,19.45,No dependents,No tech support,No online security
0913-XWSCN,0.1105,0,6411,85.5,Fiber optic internet,Month-to-month contract,No tech support
2159-TURXX,0.2299,0,2483,20.05,New customer (5 months),Month-to-month contract,No dependents
6461-PPAXN,0.0604,0,4858,54.95,No dependents,Paperless billing,No online backup
1452-KIOVK,0.1674,0,4459,89.1,Fiber optic internet,Month-to-month contract,Paperless billing
1139-WUOAH,0.0423,0,5461,53.35,No dependents,No online security,No online backup
3207-OYBWH,0.422,1,6259,95.25,Fiber optic internet,Month-to-month contract,No dependents
8347-GDTMP,0.0105,0,5113,19.45,No dependents,No tech support,No online security
9909-DFRJA,0.1571,0,3834,95.85,Fiber optic internet,No dependents,Paperless billing
6383-ZTSIW,0.1723,0,4599,99.1,Fiber optic internet,No dependents,No tech support
5438-QMDDL,0.311,0,3652,59.8,Month-to-month contract,No dependents,Paperless billing
8914-RBTSB,0.5166,1,4115,93.8,Fiber optic internet,Month-to-month contract,No dependents
6164-HXUGH,0.0732,0,5060,19.85,New customer (6 months),Month-to-month contract,No tech support
6900-RBKER,0.1271,0,5386,89.45,Fiber optic internet,No dependents,Paperless billing
1492-QGCLU,0.057,0,5957,85.7,Month-to-month contract,Pays by electronic check,No online backup
6664-FPDAC,0.2799,1,4060,111.95,Fiber optic internet,No dependents,Pays by electronic check
1088-AUUZZ,0.008,0,5314,75.85,Paperless billing,,
6651-AZVTJ,0.6477,1,6088,99.8,Fiber optic internet,Month-to-month contract,No dependents
8219-VYBVI,0.0035,0,4295,25.0,No tech support,No online security,No online backup
0310-MVLET,0.5469,1,5612,99.15,Fiber optic internet,Month-to-month contract,No dependents
7233-IOQNP,0.1082,0,5409,34.0,Month-to-month contract,No dependents,No online backup
7311-MQJCH,0.1681,0,2575,19.55,New customer (5 months),No dependents,Pays by electronic check
9256-JTBNZ,0.1231,0,4188,20.3,Month-to-month contract,New customer (11 months),No dependents
8713-IGZSO,0.3091,0,5983,24.85,New customer (2 months),Month-to-month contract,No dependents
6821-BUXUX,0.5637,1,2110,96.65,Fiber optic internet,Month-to-month contract,No dependents
9114-DPSIA,0.0039,0,4237,81.0,No device protection,,
4501-UYKBC,0.0866,0,3856,69.1,No dependents,Paperless billing,No online security
2798-NYLMZ,0.0802,0,4111,108.55,Fiber optic internet,No dependents,Paperless billing
6711-VTNRE,0.3732,1,2558,87.55,Fiber optic internet,Month-to-month contract,No dependents
5966-EMAZU,0.1825,0,4576,108.5,Fiber optic internet,No dependents,Paperless billing
3627-FHKBK,0.5326,1,3244,75.3,New customer (1 month),Fiber optic internet,Month-to-month contract
7861-UVUFT,0.6429,1,4003,84.3,Fiber optic internet,Month-to-month contract,No dependents
9824-QCJPK,0.036,0,4175,20.0,No dependents,No tech support,No online security
7816-VGHTO,0.0373,0,2866,40.55,New customer (6 months),No online security,No device protection
3794-NFNCH,0.2191,0,4715,50.0,Month-to-month contract,No dependents,Paperless billing
3877-JRJIP,0.718,1,4017,59.85,New customer (1 month),Month-to-month contract,No dependents
5228-EXCET,0.5941,1,5964,80.85,Fiber optic internet,Month-to-month contract,No dependents
6248-BSHKG,0.0051,0,5897,20.4,No tech support,No online security,No online backup
8915-NNTRC,0.0159,0,4351,107.7,Fiber optic internet,Paperless billing,
3470-OBUET,0.0042,0,4188,74.0,,,
3229-USWAR,0.0808,0,3570,79.95,No dependents,Paperless billing,No online backup
1927-QEWMY,0.0084,0,6302,20.5,No dependents,No tech support,No online security
6374-AFWOX,0.0143,0,2680,65.65,No dependents,No device protection,
7912-SYRQT,0.5863,1,5514,75.1,Fiber optic internet,New customer (7 months),Month-to-month contract
2070-FNEXE,0.1048,1,4419,76.45,Fiber optic internet,New customer (7 months),Month-to-month contract
5803-NQJZO,0.018,0,5242,67.8,No dependents,Paperless billing,No device protection
5651-YLPRD,0.1776,0,4970,86.1,Fiber optic internet,Month-to-month contract,Pays by electronic check
1271-UODNO,0.0372,0,2380,53.85,No dependents,Paperless billing,No online security
5014-WUQMG,0.0484,0,5793,96.1,Fiber optic internet,Pays by electronic check,Paperless billing
5889-JTMUL,0.5544,1,5863,95.05,Fiber optic internet,Month-to-month contract,No dependents
0788-DXBFY,0.0505,0,4801,19.55,No dependents,Pays by electronic check,Paperless billing
2669-QVCRG,0.2671,0,2299,81.3,Fiber optic internet,Month-to-month contract,No dependents
6630-UJZMY,0.8769,0,5251,83.25,New customer (4 months),Fiber optic internet,Month-to-month contract
5061-PBXFW,0.0199,0,2649,61.4,Month-to-month contract,,
2700-LUEVA,0.251,0,2791,20.75,New customer (1 month),Month-to-month contract,No dependents
3865-ZFZIB,0.0207,0,5596,19.65,No dependents,Relatively short tenure (19 months),No tech support
0471-ARVMX,0.3191,0,5061,104.85,Fiber optic internet,No dependents,Pays by electronic check
8985-OOPOS,0.3014,0,2900,74.1,New customer (1 month),No dependents,No online security
0719-SYFRB,0.2265,1,5670,61.65,Month-to-month contract,New customer (12 months),No dependents
0447-BEMNG,0.2057,1,4926,45.3,Month-to-month contract,No dependents,Paperless billing
5630-AHZIL,0.1221,0,5613,64.5,New customer (3 months),Month-to-month contract,Paperless billing
2190-BCXEC,0.3396,0,5257,78.85,Fiber optic internet,Month-to-month contract,No dependents
1559-DTODC,0.3087,0,3784,25.15,Month-to-month contract,No dependents,Paperless billing
3244-DCJWY,0.7578,1,4133,70.25,New customer (1 month),Fiber optic internet,Month-to-month contract
3967-VQOGC,0.0039,0,5847,24.9,Paperless billing,No tech support,No online security
0265-PSUAE,0.1511,0,3337,100.7,Fiber optic internet,Month-to-month contract,Relatively short tenure (16 months)
1622-HSHSF,0.3142,0,5607,19.55,New customer (1 month),Month-to-month contract,No dependents
9867-XOBQA,0.0088,0,3461,53.15,Relatively short tenure (21 months),No device protection,
6773-LQTVT,0.0787,0,4107,35.65,Month-to-month contract,Paperless billing,No tech support
4332-MUOEZ,0.1777,0,2574,94.3,Fiber optic internet,No dependents,Relatively short tenure (20 months)
0023-XUOPT,0.6285,1,2973,94.1,Fiber optic internet,Month-to-month contract,No dependents
6543-CPZMK,0.5332,1,2573,29.95,New customer (9 months),Month-to-month contract,No dependents
6418-HNFED,0.0394,0,5340,83.25,No dependents,Paperless billing,No device protection
1036-GUDCL,0.0299,0,5275,79.05,Month-to-month contract,Paperless billing,
4818-QIUFN,0.4864,1,4997,79.15,Fiber optic internet,Month-to-month contract,No dependents
0778-NELLA,0.4686,1,5352,34.7,New customer (9 months),Month-to-month contract,No dependents
7495-OOKFY,0.2585,1,5302,80.65,Fiber optic internet,New customer (8 months),Month-to-month contract
4737-HOBAX,0.0443,0,4073,79.8,No dependents,No online security,No online backup
7919-ZODZZ,0.0603,0,5289,65.9,New customer (10 months),Paperless billing,No tech support
2988-PLAHS,0.52,0,2754,69.95,New customer (3 months),No dependents,Pays by electronic check
9067-SQTNS,0.0063,0,2471,20.6,No tech support,No online security,No online backup
6483-OATDN,0.0817,0,2545,51.3,New customer (8 months),Month-to-month contract,Paperless billing
5469-CTCWN,0.2954,1,4334,106.0,Fiber optic internet,No dependents,Pays by electronic check
3524-WQDSG,0.1887,0,3280,99.3,Fiber optic internet,Month-to-month contract,Paperless billing
6968-URWQU,0.11,0,4928,56.35,No dependents,Paperless billing,No tech support
8601-QACRS,0.546,1,2353,50.6,New customer (5 months),Month-to-month contract,No dependents
8690-UPCZI,0.0204,0,4459,69.05,No online backup,,
5331-RGMTT,0.5376,0,4011,99.05,Fiber optic internet,Month-to-month contract,No dependents
1357-BIJKI,0.4298,0,5154,98.25,Fiber optic internet,No dependents,Pays by electronic check
2088-IEBAU,0.0385,0,5531,88.15,No dependents,Pays by electronic check,Paperless billing
0679-IDSTG,0.8115,1,4568,69.25,New customer (1 month),Fiber optic internet,Month-to-month contract
6519-ZHPXP,0.0115,0,4183,108.3,Fiber optic internet,Paperless billing,No device protection
2101-RANCD,0.3967,0,5832,73.1,Fiber optic internet,Month-to-month contract,No dependents
4029-HPFVY,0.6721,0,4275,70.3,New customer (3 months),Fiber optic internet,Month-to-month contract
1015-OWJKI,0.2496,0,5279,19.05,New customer (1 month),Month-to-month contract,No dependents
8314-HTWVE,0.0093,0,3973,19.85,New customer (7 months),No tech support,No online security
5357-TZHPP,0.6488,1,5745,84.4,Fiber optic internet,New customer (9 months),Month-to-month contract
8727-XDPUD,0.0543,0,5658,35.8,No dependents,No tech support,No online security
9073-ZZIAY,0.0316,0,5769,86.1,No dependents,Pays by electronic check,No device protection
5181-OABFK,0.0057,0,4173,61.3,Paperless billing,No tech support,No device protection
3812-LRZIR,0.0094,0,2645,24.5,Pays by electronic check,No tech support,No online security
5204-HMGYF,0.0191,0,4567,87.2,Paperless billing,No device protection,
9950-MTGYX,0.0064,0,2948,20.3,Paperless billing,No tech support,No online security
3675-EQOZA,0.2315,0,5597,20.65,New customer (5 months),Month-to-month contract,No dependents
3646-ITDGM,0.01,0,4831,19.7,No dependents,No tech support,No online security
3913-FCUUW,0.004,0,4463,70.45,Paperless billing,No device protection,
