CustomerID,churn_actual,churn_probability,CLTV,Monthly Charges,cost,value_saved,ev,realized
9114-DPSIA,0,0.0039,4237,81.0,102.2,1271.1,-100.9758,-102.2
4501-UYKBC,0,0.0866,3856,69.1,87.92,1156.8,-62.8864,-87.92
2798-NYLMZ,0,0.0802,4111,108.55,135.26,1233.3,-110.5268,-135.26
6711-VTNRE,1,0.3732,2558,87.55,110.06,767.4,-38.4686,81.79
5966-EMAZU,0,0.1825,4576,108.5,135.2,1372.8,-72.5491,-135.2
3627-FHKBK,1,0.5326,3244,75.3,95.36,973.2,34.2243,147.94
7861-UVUFT,1,0.6429,4003,84.3,106.16,1200.9,86.8593,194.065
9824-QCJPK,0,0.036,4175,20.0,29.0,1252.5,-17.7182,-29.0
7816-VGHTO,0,0.0373,2866,40.55,53.66,859.8,-45.6435,-53.66
3794-NFNCH,0,0.2191,4715,50.0,65.0,1414.5,12.4862,-65.0
3877-JRJIP,1,0.718,4017,59.85,76.82,1205.1,139.4898,224.455
5228-EXCET,1,0.5941,5964,80.85,102.02,1789.2,163.7427,345.28
6248-BSHKG,0,0.0051,5897,20.4,29.48,1769.1,-27.236,-29.48
8915-NNTRC,0,0.0159,4351,107.7,134.24,1305.3,-129.0652,-134.24
3470-OBUET,0,0.0042,4188,74.0,93.8,1256.4,-92.4673,-93.8
3229-USWAR,0,0.0808,3570,79.95,100.94,1071.0,-79.3061,-100.94
1927-QEWMY,0,0.0084,6302,20.5,29.6,1890.6,-25.6095,-29.6
6374-AFWOX,0,0.0143,2680,65.65,83.78,804.0,-80.898,-83.78
7912-SYRQT,1,0.5863,5514,75.1,95.12,1654.2,147.3291,318.43
2070-FNEXE,1,0.1048,4419,76.45,96.74,1325.7,-61.9962,234.685
5803-NQJZO,0,0.018,5242,67.8,86.36,1572.6,-79.2764,-86.36
5651-YLPRD,0,0.1776,4970,86.1,108.32,1491.0,-42.1362,-108.32
1271-UODNO,0,0.0372,2380,53.85,69.62,714.0,-62.9879,-69.62
5014-WUQMG,0,0.0484,5793,96.1,120.32,1737.9,-99.28,-120.32
5889-JTMUL,1,0.5544,5863,95.05,119.06,1758.9,124.7159,320.665
0788-DXBFY,0,0.0505,4801,19.55,28.46,1440.3,-10.2884,-28.46
2669-QVCRG,0,0.2671,2299,81.3,102.56,689.7,-56.5083,-102.56
6630-UJZMY,0,0.8769,5251,83.25,104.9,1575.3,240.4433,-104.9
5061-PBXFW,0,0.0199,2649,61.4,78.68,794.7,-74.7295,-78.68
2700-LUEVA,0,0.251,2791,20.75,29.9,837.3,22.6308,-29.9
3865-ZFZIB,0,0.0207,5596,19.65,28.58,1678.8,-19.8943,-28.58
0471-ARVMX,0,0.3191,5061,104.85,130.82,1518.3,-9.6987,-130.82
8985-OOPOS,0,0.3014,2900,74.1,93.92,870.0,-28.358,-93.92
0719-SYFRB,1,0.2265,5670,61.65,78.98,1701.0,17.35,346.27
0447-BEMNG,1,0.2057,4926,45.3,59.36,1477.8,16.6459,310.09
5630-AHZIL,0,0.1221,5613,64.5,82.4,1683.9,-31.0013,-82.4
2190-BCXEC,0,0.3396,5257,78.85,99.62,1577.1,34.2804,-99.62
1559-DTODC,0,0.3087,3784,25.15,35.18,1135.2,52.4181,-35.18
3244-DCJWY,1,0.7578,4133,70.25,89.3,1239.9,145.591,220.675
3967-VQOGC,0,0.0039,5847,24.9,34.88,1754.1,-33.1628,-34.88
0265-PSUAE,0,0.1511,3337,100.7,125.84,1001.1,-88.0113,-125.84
1622-HSHSF,0,0.3142,5607,19.55,28.46,1682.1,103.6781,-28.46
9867-XOBQA,0,0.0088,3461,53.15,68.78,1038.3,-66.4847,-68.78
6773-LQTVT,0,0.0787,4107,35.65,47.78,1232.1,-23.5421,-47.78
4332-MUOEZ,0,0.1777,2574,94.3,118.16,772.2,-83.8485,-118.16
0023-XUOPT,1,0.6285,2973,94.1,117.92,891.9,22.2297,105.055
6543-CPZMK,1,0.5332,2573,29.95,40.94,771.9,61.9599,152.035
6418-HNFED,0,0.0394,5340,83.25,104.9,1602.0,-89.1053,-104.9
1036-GUDCL,0,0.0299,5275,79.05,99.86,1582.5,-88.024,-99.86
4818-QIUFN,1,0.4864,4997,79.15,99.98,1499.1,82.3016,274.795
0778-NELLA,1,0.4686,5352,34.7,46.64,1605.6,141.4483,354.76
7495-OOKFY,1,0.2585,5302,80.65,101.78,1590.6,1.0249,295.87
4737-HOBAX,0,0.0443,4073,79.8,100.76,1221.9,-87.2227,-100.76
7919-ZODZZ,0,0.0603,5289,65.9,84.08,1586.7,-60.1465,-84.08
2988-PLAHS,0,0.52,2754,69.95,88.94,826.2,18.466,-88.94
9067-SQTNS,0,0.0063,2471,20.6,29.72,741.3,-28.5542,-29.72
6483-OATDN,0,0.0817,2545,51.3,66.56,763.5,-50.9609,-66.56
5469-CTCWN,1,0.2954,4334,106.0,132.2,1300.2,-36.1701,192.85
3524-WQDSG,0,0.1887,3280,99.3,124.16,984.0,-77.7471,-124.16
6968-URWQU,0,0.11,4928,56.35,72.62,1478.4,-31.9728,-72.62
8601-QACRS,1,0.546,2353,50.6,65.72,705.9,30.6315,110.755
8690-UPCZI,0,0.0204,4459,69.05,87.86,1337.7,-81.031,-87.86
5331-RGMTT,0,0.5376,4011,99.05,123.86,1203.3,37.8682,-123.86
1357-BIJKI,0,0.4298,5154,98.25,122.9,1546.2,43.2256,-122.9
2088-IEBAU,0,0.0385,5531,88.15,110.78,1659.3,-94.8171,-110.78
0679-IDSTG,1,0.8115,4568,69.25,88.1,1370.4,189.9335,254.5
6519-ZHPXP,0,0.0115,4183,108.3,134.96,1254.9,-131.3395,-134.96
2101-RANCD,0,0.3967,5832,73.1,92.72,1749.6,80.8022,-92.72
4029-HPFVY,0,0.6721,4275,70.3,89.36,1282.5,126.1453,-89.36
1015-OWJKI,0,0.2496,5279,19.05,27.86,1583.7,70.9702,-27.86
8314-HTWVE,0,0.0093,3973,19.85,28.82,1191.9,-26.037,-28.82
5357-TZHPP,1,0.6488,5745,84.4,106.28,1723.5,173.27,324.595
8727-XDPUD,0,0.0543,5658,35.8,47.96,1697.4,-24.8995,-47.96
9073-ZZIAY,0,0.0316,5769,86.1,108.32,1730.7,-94.6648,-108.32
5181-OABFK,0,0.0057,4173,61.3,78.56,1251.9,-76.7901,-78.56
3812-LRZIR,0,0.0094,2645,24.5,34.4,793.5,-32.5314,-34.4
5204-HMGYF,0,0.0191,4567,87.2,109.64,1370.1,-103.0914,-109.64
9950-MTGYX,0,0.0064,2948,20.3,29.36,884.4,-27.9525,-29.36
3675-EQOZA,0,0.2315,5597,20.65,29.78,1679.1,67.3941,-29.78
3646-ITDGM,0,0.01,4831,19.7,28.64,1449.3,-25.0012,-28.64
3913-FCUUW,0,0.004,4463,70.45,89.54,1338.9,-88.2139,-89.54
